Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
311071,Personality Types: Using the Enneagram for Self-Discovery,Don Richard Riso,"Riso, Don Richard",Russ Hudson,"=""0395798671""","=""9780395798676""",0,4.17,Mariner Books,Paperback,544,1996,1987,,2020/12/20,"to-read, nonfiction, personality","to-read (#287), nonfiction (#197), personality (#12)",to-read,,,,0,,,0,,,,,
311053,The Wisdom of the Enneagram: The Complete Guide to Psychological and Spiritual Growth for the Nine Personality Types,Don Richard Riso,"Riso, Don Richard",Russ Hudson,"=""0553378201""","=""9780553378207""",0,4.13,Bantam,Paperback,391,1999,1999,,2020/12/20,"to-read, nonfiction, personality","to-read (#286), nonfiction (#196), personality (#11)",to-read,,,,0,,,0,,,,,
1127067,Personality: What Makes You the Way You Are,Daniel Nettle,"Nettle, Daniel",,"=""0199211426""","=""9780199211425""",0,3.90,"Oxford University Press, USA",Hardcover,298,2007,2007,,2020/12/20,"to-read, nonfiction, personality","to-read (#285), nonfiction (#195), personality (#10)",to-read,,,,0,,,0,,,,,
49051,Do What You Are : Discover the Perfect Career for You Through the Secrets of Personality Type,Paul D. Tieger,"Tieger, Paul D.",Barbara Barron-Tieger,"=""0316880655""","=""9780316880657""",0,3.82,Little Brown and Company,Paperback,386,2001,1992,,2020/12/20,"to-read, nonfiction, personality","to-read (#284), nonfiction (#194), personality (#9)",to-read,,,,0,,,0,,,,,
410690,The Art of Speed Reading People: How to Size People Up and Speak Their Language,Paul D. Tieger,"Tieger, Paul D.",Barbara Barron-Tieger,"=""0316845183""","=""9780316845182""",0,3.84,"Little, Brown and Company",Paperback,224,1999,1998,,2020/12/20,"to-read, nonfiction, personality","to-read (#283), nonfiction (#193), personality (#8)",to-read,,,,0,,,0,,,,,
550816,Personality Type,Lenore Thomson,"Thomson, Lenore",,"=""0877739870""","=""9780877739876""",0,4.13,Shambhala,Paperback,415,1998,1998,,2020/12/20,"to-read, personality, nonfiction","to-read (#282), personality (#7), nonfiction (#192)",to-read,,,,0,,,0,,,,,
104190,"Please Understand Me II: Temperament, Character, Intelligence",David Keirsey,"Keirsey, David",Ray Choiniere,"=""1885705026""","=""9781885705020""",0,4.17,Prometheus Nemesis,Paperback,350,1998,1998,,2020/12/20,"to-read, nonfiction, personality","to-read (#281), nonfiction (#191), personality (#6)",to-read,,,,0,,,0,,,,,
104191,Please Understand Me: Character and Temperament Types,David Keirsey,"Keirsey, David",Marilyn Bates,"=""0960695400""","=""9780960695409""",0,4.10,Prometheus Nemesis Book Company,Paperback,210,1984,1984,,2020/12/20,"to-read, nonfiction, personality","to-read (#280), nonfiction (#190), personality (#5)",to-read,,,,0,,,0,,,,,
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",0,4.06,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,2020/12/05,"nonfiction, to-read, personality","nonfiction (#30), to-read (#93), personality (#4)",to-read,,,,0,,,0,,,,,
49187,Gifts Differing: Understanding Personality Type,Isabel Briggs Myers,"Myers, Isabel Briggs",Peter B. Myers,"=""089106074X""","=""9780891060741""",0,4.10,CPP,Paperback,228,1995,1980,,2020/12/13,"to-read, nonfiction, personality","to-read (#259), nonfiction (#174), personality (#3)",to-read,,,,0,,,0,,,,,
565806,Psychological Types,C.G. Jung,"Jung, C.G.",,"=""0691018138""","=""9780691018133""",0,4.32,Princeton University Press,Paperback,608,1976,1921,,2020/12/14,"to-read, nonfiction, personality","to-read (#263), nonfiction (#177), personality (#2)",to-read,,,,0,,,0,,,,,
22260042,Collaborative Intelligence: Thinking with People Who Think Differently,Dawna Markova,"Markova, Dawna",Angie McArthur,"=""0812994906""","=""9780812994902""",0,3.64,Spiegel & Grau,Hardcover,384,2015,2015,,2020/12/19,"to-read, nonfiction, science","to-read (#279), nonfiction (#189), science (#45)",to-read,,,,0,,,0,,,,,
17465709,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge, and the Teachings of Plants",Robin Wall Kimmerer,"Kimmerer, Robin Wall",,"=""1571313354""","=""9781571313355""",0,4.58,Milkweed Editions,Hardcover,391,2013,2013,,2020/12/18,"to-read, nonfiction, science","to-read (#278), nonfiction (#188), science (#44)",to-read,,,,0,,,0,,,,,
31450584,Life in Code: A Personal History of Technology,Ellen Ullman,"Ullman, Ellen",,"=""0374534519""","=""9780374534516""",0,3.96,MCD,Hardcover,320,2017,2017,,2020/12/18,"to-read, nonfiction, memoir, science","to-read (#277), nonfiction (#187), memoir (#43), science (#43)",to-read,,,,0,,,0,,,,,
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati","Claude Demanuelli, Barbara Auer, Diana Quick, Luana Stoica, Donada  Peters, Josep Julià Ballbé","=""0679457313""","=""9780679457312""",0,3.94,Random House,Hardcover,340,1997,1997,,2020/12/18,"to-read, south-asian, fiction","to-read (#276), south-asian (#29), fiction (#37)",to-read,,,,0,,,0,,,,,
32388712,The Ministry of Utmost Happiness,Arundhati Roy,"Roy, Arundhati",,"=""067008963X""","=""9780670089635""",0,3.50,Hamish Hamilton,Hardcover,464,2017,2017,,2020/12/18,"to-read, fiction, south-asian","to-read (#275), fiction (#36), south-asian (#28)",to-read,,,,0,,,0,,,,,
28220955,The Story of a Brief Marriage,Anuk Arudpragasam,"Arudpragasam, Anuk",,"=""1250072409""","=""9781250072405""",0,3.77,Flatiron Books,Hardcover,208,2016,2016,,2020/12/18,"to-read, fiction, south-asian","to-read (#274), fiction (#35), south-asian (#27)",to-read,,,,0,,,0,,,,,
34563821,Disappearing Earth,Julia  Phillips,"Phillips, Julia",,"=""""","=""""",0,3.89,Knopf,Hardcover,312,2019,2019,,2020/12/18,"to-read, fiction, mystery","to-read (#273), fiction (#28), mystery (#8)",to-read,,,,0,,,0,,,,,
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""""","=""""",0,4.14,Knopf,Hardcover,465,2008,2005,,2020/12/08,"to-read, mystery, fiction","to-read (#236), mystery (#7), fiction (#34)",to-read,,,,0,,,0,,,,,
32979,"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)",Carolyn Keene,"Keene, Carolyn","Russell H. Tandy, Sara Paretsky","=""1557091552""","=""9781557091550""",0,3.98,Applewood Books,Hardcover,210,1991,1930,2006/11/01,2020/12/05,"mystery, fiction","mystery (#4), fiction (#31)",read,,,,1,,,0,,,,,
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",0,4.47,G.P. Putnam’s Sons,ebook,384,2018,2018,,2020/12/04,"to-read, fiction, mystery","to-read (#55), fiction (#2), mystery (#3)",to-read,,,,0,,,0,,,,,
233637,The Hidden Staircase (Nancy Drew Mystery Stories #2),Carolyn Keene,"Keene, Carolyn",Mildred Benson,"=""0448095025""","=""9780448095028""",0,3.94,Grosset & Dunlap,Hardcover,182,1996,1930,2006/10/01,2020/12/05,"mystery, fiction","mystery (#5), fiction (#32)",read,,,,1,,,0,,,,,
27311742,The Seven Pillars of Statistical Wisdom,Stephen M. Stigler,"Stigler, Stephen M.",,"=""0674088913""","=""9780674088917""",0,3.69,Harvard University Press,Paperback,240,2016,2016,,2020/12/18,"to-read, nonfiction, science","to-read (#272), nonfiction (#186), science (#42)",to-read,,,,0,,,0,,,,,
6719017,Reading in the Brain: The Science and Evolution of a Human Invention,Stanislas Dehaene,"Dehaene, Stanislas",,"=""0670021105""","=""9780670021109""",0,4.04,Viking Adult,Hardcover,388,2009,2007,,2020/12/18,"to-read, nonfiction, science","to-read (#271), nonfiction (#185), science (#41)",to-read,,,,0,,,0,,,,,
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García","Gregory Rabassa, Seçkin Selvi","=""""","=""""",0,4.08,Harper,Mass Market Paperback,417,2003,1967,,2020/12/18,"magical-realism, to-read, fiction","magical-realism (#7), to-read (#270), fiction (#27)",to-read,,,,0,,,0,,,,,
24271,"Skellig (Skellig, #1)",David Almond,"Almond, David",,"=""0440229081""","=""9780440229087""",3,3.81,Laurel Leaf,Paperback,208,2001,1998,2008/12/01,2020/11/23,"fiction, magical-realism","fiction (#18), magical-realism (#6)",read,,,,1,,,0,,,,,
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0965341984""","=""9780965341981""",0,4.16,Knopf,Paperback,607,1997,1994,,2020/12/04,"to-read, fiction, magical-realism","to-read (#65), fiction (#15), magical-realism (#3)",to-read,,,,0,,,0,,,,,
6952,Like Water for Chocolate,Laura Esquivel,"Esquivel, Laura","Thomas  Christensen, Carol Christensen","=""""","=""""",3,3.95,Black Swan,Paperback,222,1993,1989,2014/03/01,2020/11/23,"fiction, magical-realism","fiction (#16), magical-realism (#2)",read,,,,1,,,0,,,,,
109335,Hullabaloo in the Guava Orchard,Kiran Desai,"Desai, Kiran",,"=""0385493703""","=""9780385493703""",3,3.46,Anchor,Paperback,224,1999,1998,2013/03/01,2020/11/19,"fiction, south-asian, magical-realism","fiction (#17), south-asian (#14), magical-realism (#1)",read,,,,1,,,0,,,,,
35604684,Willpower Doesn't Work: Discover the Hidden Keys to Success,Benjamin P. Hardy,"Hardy, Benjamin P.",,"=""0316441325""","=""9780316441322""",0,4.05,Hachette Books,Hardcover,256,2018,2018,,2020/12/16,"to-read, nonfiction","to-read (#269), nonfiction (#183)",to-read,,,,0,,,0,,,,,
7391168,Rewire Your Brain: Think Your Way to a Better Life,John B. Arden,"Arden, John B.",,"=""0470487291""","=""9780470487297""",0,3.88,Wiley,Paperback,243,2010,2010,,2020/12/16,"to-read, nonfiction, science","to-read (#268), nonfiction (#182), science (#39)",to-read,,,,0,,,0,,,,,
3112345,Creating Your Best Life: The Ultimate Life List Guide,Caroline Adams Miller,"Miller, Caroline Adams",Michael B. Frisch,"=""1402762593""","=""9781402762598""",0,4.03,Sterling,Hardcover,288,2009,2009,,2020/12/16,"to-read, nonfiction","to-read (#267), nonfiction (#181)",to-read,,,,0,,,0,,,,,
35099635,The Book of Mistakes: 9 Secrets to Creating a Successful Future,Skip Prichard,"Prichard, Skip",,"=""1478970901""","=""9781478970903""",0,4.21,Center Street,Hardcover,192,2018,2018,,2020/12/16,"to-read, nonfiction","to-read (#266), nonfiction (#180)",to-read,,,,0,,,0,,,,,
16279838,The Desire Map,Danielle LaPorte,"LaPorte, Danielle",,"=""""","=""""",0,3.96,,,288,2012,2012,,2020/12/16,"to-read, nonfiction","to-read (#265), nonfiction (#179)",to-read,,,,0,,,0,,,,,
35138433,Your Best Year Ever: A 5-Step Plan for Achieving Your Most Important Goals,Michael Hyatt,"Hyatt, Michael",,"=""0801075254""","=""9780801075254""",0,3.96,Baker Books,Hardcover,272,2018,2018,,2020/12/16,"to-read, nonfiction","to-read (#264), nonfiction (#178)",to-read,,,,0,,,0,,,,,
35890182,On Confidence,The School of Life,"Life, The School of",,"=""""","=""""",3,4.06,The School of Life Press,Kindle Edition,60,2017,2017,2020/12/15,2020/12/05,"nonfiction, recent","nonfiction (#1), recent (#12)",read,,,,1,,,0,,,,,
28684398,Leisure: The Basis of Culture,Josef Pieper,"Pieper, Josef",James V. Schall,"=""""","=""""",0,4.24,Ignatius Press,Kindle Edition,145,2016,1948,,2020/12/14,"to-read, nonfiction","to-read (#262), nonfiction (#176)",to-read,,,,0,,,0,,,,,
40611510,The Last Lecture,Randy Pausch,"Pausch, Randy",,"=""""","=""""",0,4.25,Hachette Books,Kindle Edition,217,2008,2008,,2020/12/13,"to-read, memoir, nonfiction","to-read (#261), memoir (#42), nonfiction (#175)",to-read,,,,0,,,0,,,,,
79550,The Summer Book,Tove Jansson,"Jansson, Tove","Esther Freud, Thomas Teal","=""0954221710""","=""9780954221713""",0,4.08,Sort of Books,Paperback,172,2003,1972,,2020/11/15,"currently-reading, shelf, recent, tales","currently-reading (#1), shelf (#21), recent (#2), tales (#8)",currently-reading,,,,1,,,1,,,unspecified,,
25733573,Reasons to Stay Alive,Matt Haig,"Haig, Matt",,"=""0143128728""","=""9780143128724""",0,4.15,Penguin Books,Paperback,272,2016,2015,,2020/12/05,"nonfiction, currently-reading, recent","nonfiction (#49), currently-reading (#4), recent (#10)",currently-reading,,,,1,,,0,,,,,
40776644,The Moment of Lift: How Empowering Women Changes the World,Melinda Gates,"Gates, Melinda",,"=""1250313570""","=""9781250313577""",0,4.31,Flatiron Books,Hardcover,273,2019,2019,,2020/12/12,"to-read, nonfiction, memoir","to-read (#258), nonfiction (#172), memoir (#40)",to-read,,,,0,,,0,,,,,
40404801,Notes on a Nervous Planet,Matt Haig,"Haig, Matt",,"=""014313342X""","=""9780143133421""",0,4.03,Penguin Life,Paperback,288,2019,2018,,2020/12/12,"to-read, nonfiction","to-read (#257), nonfiction (#171)",to-read,,,,0,,,0,,,,,
63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,"Sacks, Oliver",,"=""0684853949""","=""9780684853949""",0,4.06,Touchstone,Paperback,243,1998,1985,,2020/12/11,"to-read, nonfiction, science","to-read (#256), nonfiction (#170), science (#38)",to-read,,,,0,,,0,,,,,
13574594,Ignorance: How it drives science,Stuart Firestein,"Firestein, Stuart",,"=""0199828075""","=""9780199828074""",0,3.86,"Oxford University Press, USA",Hardcover,208,2012,2012,,2020/12/11,"to-read, science, nonfiction","to-read (#255), science (#37), nonfiction (#169)",to-read,,,,0,,,0,,,,,
44802515,From the Plains of Ninevah,Maranatha Weeks,"Weeks, Maranatha",,"=""""","=""9781999542108""",0,4.00,,Paperback,116,2018,,,2020/12/11,"to-read, memoir, nonfiction","to-read (#254), memoir (#39), nonfiction (#168)",to-read,,,,0,,,0,,,,,
36556202,The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure,Jonathan Haidt,"Haidt, Jonathan",Greg Lukianoff,"=""""","=""""",0,4.25,Penguin Books,Kindle Edition,352,2018,2018,,2020/12/11,"to-read, nonfiction","to-read (#253), nonfiction (#167)",to-read,,,,0,,,0,,,,,
20115781,The Complete Cosmicomics,Italo Calvino,"Calvino, Italo","William Weaver, Tim Parks, Martin L. McLaughlin","=""""","=""""",0,4.18,Houghton Mifflin Harcourt,Kindle Edition,432,2014,1997,,2020/12/11,"to-read, tales","to-read (#252), tales (#7)",to-read,,,,0,,,0,,,,,
53972214,When We Cease to Understand the World,Benjamín Labatut,"Labatut, Benjamín",Adrian Nathan West,"=""""","=""9781782276128""",0,4.26,Pushkin Press,Hardcover,192,2020,2020,,2020/12/10,"to-read, nonfiction, science","to-read (#249), nonfiction (#166), science (#36)",to-read,,,,0,,,0,,,,,
49247951,Sweetdark,Savannah Brown,"Brown, Savannah",,"=""""","=""""",0,4.41,,,,2020,2020,,2020/12/10,"to-read, poetry","to-read (#247), poetry (#21)",to-read,,,,0,,,0,,,,,
18585282,Salt,Nayyirah Waheed,"Waheed, Nayyirah",,"=""""","=""""",0,4.30,CreateSpace,Paperback,251,2013,2013,,2020/12/10,"to-read, poetry","to-read (#246), poetry (#20)",to-read,,,,0,,,0,,,,,
18290401,Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered,Austin Kleon,"Kleon, Austin",,"=""076117897X""","=""9780761178972""",5,4.09,Workman Publishing Company,Paperback,215,2014,2014,2020/10/02,2020/11/15,"shelf, reference, recent, art, nonfiction","shelf (#3), reference (#2), recent (#8), art (#1), nonfiction (#50)",read,,,,1,,,1,,,unspecified,,
30962055,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,Adam Alter,"Alter, Adam",,"=""1594206643""","=""9781594206641""",0,3.88,Penguin Press,Hardcover,368,2017,2017,,2020/12/10,"to-read, nonfiction","to-read (#245), nonfiction (#165)",to-read,,,,0,,,0,,,,,
44667183,"The Madness of Crowds: Gender, Race and Identity",Douglas Murray,"Murray, Douglas",,"=""1635579988""","=""9781635579987""",0,4.27,Bloomsbury Continuum,Hardcover,288,2019,2019,,2020/12/10,"to-read, nonfiction","to-read (#244), nonfiction (#164)",to-read,,,,0,,,0,,,,,
17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,"Yousafzai, Malala",Christina Lamb,"=""0316322407""","=""9780316322409""",0,4.12,"Little, Brown and Company",Hardcover,327,2013,2012,,2020/12/05,"to-read, memoir, nonfiction, south-asian","to-read (#135), memoir (#20), nonfiction (#132), south-asian (#24)",to-read,,,,0,,,1,,,unspecified,,
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",0,4.38,Riverhead Books,Hardcover,372,2007,2007,,2020/11/26,"to-read, fiction, south-asian","to-read (#42), fiction (#4), south-asian (#22)",to-read,,,,0,,,0,,,,,
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",Berliani M. Nugrahani,"=""""","=""""",0,4.31,Riverhead Books,Paperback,371,2004,2003,,2020/12/04,"fiction, to-read, south-asian","fiction (#3), to-read (#56), south-asian (#21)",to-read,,,,0,,,0,,,,,
49656780,Home Body,Rupi Kaur,"Kaur, Rupi",,"=""1982172452""","=""9781982172459""",0,4.12,Simon & Schuster,Paperback,192,2020,2020,,2020/12/06,"to-read, poetry, south-asian","to-read (#211), poetry (#8), south-asian (#19)",to-read,,,,0,,,0,,,,,
35606560,The Sun and Her Flowers,Rupi Kaur,"Kaur, Rupi",,"=""1449486797""","=""9781449486792""",0,4.15,Andrews McMeel Publishing,Paperback,256,2017,2017,,2020/12/06,"to-read, poetry, south-asian","to-read (#210), poetry (#7), south-asian (#18)",to-read,,,,0,,,0,,,,,
23513349,Milk and Honey,Rupi Kaur,"Kaur, Rupi",,"=""1502784270""","=""9781502784278""",3,4.07,Createspace,Paperback,204,2014,2014,2016/02/01,2020/11/22,"poetry, shelf, south-asian","poetry (#1), shelf (#6), south-asian (#17)",read,,,,1,,,1,,,unspecified,,
50607466,The Henna Artist,Alka Joshi,"Joshi, Alka",,"=""0778310205""","=""9780778310204""",0,4.24,Mira Books,Paperback,384,2020,2020,,2020/12/03,"to-read, fiction, south-asian","to-read (#53), fiction (#9), south-asian (#13)",to-read,,,,0,,,0,,,,,
10222,The Far Pavilions,M.M. Kaye,"Kaye, M.M.",,"=""031215125X""","=""9780312151256""",0,4.21,St. Martin's Griffin,Paperback,958,1997,1978,,2020/12/07,"to-read, fiction, south-asian","to-read (#233), fiction (#22), south-asian (#12)",to-read,,,,0,,,0,,,,,
5211,A Fine Balance,Rohinton Mistry,"Mistry, Rohinton",,"=""140003065X""","=""9781400030651""",0,4.34,Vintage,Paperback,603,2001,1995,,2020/12/07,"to-read, fiction, south-asian","to-read (#231), fiction (#21), south-asian (#10)",to-read,,,,0,,,0,,,,,
2649760,The Geometry of God,Uzma Aslam Khan,"Khan, Uzma Aslam",,"=""""","=""""",0,3.74,Clockroot Books,,384,2009,2008,,2020/12/09,"to-read, fiction, south-asian","to-read (#240), fiction (#23), south-asian (#2)",to-read,,,,0,,,0,,,,,
41014713,A Golden Age,Tahmima Anam,"Anam, Tahmima",,"=""""","=""""",0,3.77,HarperCollins e-books; Reprint edition,Kindle Edition,326,2009,2007,,2020/12/09,"to-read, fiction, south-asian","to-read (#241), fiction (#24), south-asian (#3)",to-read,,,,0,,,0,,,,,
11331177,The Good Muslim,Tahmima Anam,"Anam, Tahmima",,"=""0061478768""","=""9780061478765""",0,3.67,Harper,Hardcover,304,2011,2011,,2020/12/09,"to-read, fiction, south-asian","to-read (#242), fiction (#25), south-asian (#4)",to-read,,,,0,,,0,,,,,
29217381,The Bones of Grace (Bangla Desh #3),Tahmima Anam,"Anam, Tahmima",,"=""""","=""9781847679772""",0,3.84,Canongate Books,Hardcover,336,2016,2016,,2020/12/09,"to-read, fiction, south-asian","to-read (#243), fiction (#26), south-asian (#5)",to-read,,,,0,,,0,,,,,
40203647,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",Lori Gottlieb,"Gottlieb, Lori",,"=""""","=""""",0,4.37,Houghton Mifflin Harcourt,Kindle Edition,413,2019,2019,,2020/12/09,"to-read, nonfiction, memoir","to-read (#239), nonfiction (#163), memoir (#37)",to-read,,,,0,,,0,,,,,
20613619,Syllabus: Notes from an Accidental Professor,Lynda Barry,"Barry, Lynda",,"=""1770461612""","=""9781770461611""",0,4.36,Drawn and Quarterly,Paperback,200,2014,2014,,2020/12/07,"to-read, art, nonfiction","to-read (#234), art (#8), nonfiction (#161)",to-read,,,,0,,,0,,,,,
31456,The Twits,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141318309""","=""9780141318301""",0,3.97,Puffin Books,Paperback,96,2004,1980,,2020/12/04,update,update (#12),read,,,,1,,,0,,,,,
6319,The BFG,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141311371""","=""9780141311371""",0,4.22,Puffin Books,Paperback,199,2001,1982,,2020/12/04,update,update (#10),read,,,,1,,,0,,,,,
39988,Matilda,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141301066""","=""9780141301068""",0,4.32,Puffin Books,Paperback,240,1998,1988,,2020/12/04,update,update (#11),read,,,,1,,,0,,,,,
6327,The Witches,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0590032496""","=""9780590032490""",0,4.16,Scholastic Inc.,Paperback,208,1997,1983,,2020/12/04,update,update (#13),read,,,,1,,,0,,,,,
126381,Purple Hibiscus,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",0,4.17,Harper Perennial,Paperback,336,2005,2003,,2020/12/03,"fiction, update","fiction (#6), update (#9)",read,,,,1,,,0,,,,,
131123,"The Austere Academy (A Series of Unfortunate Events, #5)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064408639""","=""9780064408639""",0,3.98,HarperCollins Publishers,Hardcover,221,2000,2000,,2020/11/22,update,update (#7),read,,,,1,,,0,,,,,
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",0,3.69,Anchor Books,Paperback,209,1994,1958,,2020/11/23,"update, fiction","update (#8), fiction (#7)",read,,,,1,,,0,,,,,
78411,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439206472""","=""9780439206471""",0,3.95,"Scholastic, Inc.",Paperback,176,1999,1999,,2020/11/22,update,update (#5),read,,,,1,,,0,,,,,
438492,"The Wide Window (A Series of Unfortunate Events, #3)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064407683""","=""9780064407687""",0,3.93,HarperCollins Publishers,Hardcover,214,2000,2000,,2020/11/22,update,update (#4),read,,,,1,,,0,,,,,
78418,"The Reptile Room (A Series of Unfortunate Events, #2)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439206480""","=""9780439206488""",0,3.98,"Scholastic, Inc.",Paperback,192,1999,1999,,2020/11/22,update,update (#1),read,,,,1,,,0,,,,,
65119,"The Miserable Mill (A Series of Unfortunate Events, #4)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439272637""","=""9780439272636""",0,3.85,"Scholastic, Inc.",Paperback,194,2000,2000,,2020/11/22,update,update (#6),read,,,,1,,,0,,,,,
37470,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,"Gregory, Philippa",,"=""""","=""""",0,4.06,Washington Square Press,Paperback,661,2003,2001,,2020/11/22,update,update (#3),read,,,,1,,,0,,,,,
2547,The Prophet,Kahlil Gibran,"Gibran, Kahlil",,"=""000100039X""","=""9780001000391""",0,4.22,Rupa & Co,Paperback,127,2010,1923,,2020/12/06,"poetry, to-read","poetry (#15), to-read (#227)",to-read,,,,0,,,0,,,,,
9673436,The Invention of Hugo Cabret,Brian Selznick,"Selznick, Brian",,"=""""","=""""",4,4.20,Scholastic Press,Hardcover,533,2007,2007,2008/07/01,2020/12/06,fiction,fiction (#20),read,,,,1,,,0,,,,,
4948826,Sum: Forty Tales from the Afterlives,David Eagleman,"Eagleman, David",,"=""0307377342""","=""9780307377340""",0,4.14,Pantheon,Hardcover,110,2009,2009,,2020/12/06,"to-read, tales","to-read (#224), tales (#6)",to-read,,,,0,,,0,,,,,
51102251,"Love in Colour: Mythical Tales from Around the World, Retold",Bolu Babalola,"Babalola, Bolu",,"=""1472268865""","=""9781472268860""",0,4.17,Headline,Hardcover,288,2020,2020,,2020/12/06,"to-read, tales","to-read (#223), tales (#5)",to-read,,,,0,,,0,,,,,
27727110,Flax-Golden Tales,Erin Morgenstern,"Morgenstern, Erin",Carey Farrell,"=""""","=""""",0,4.14,N/A,Online Only,261,2014,2014,,2020/12/06,"to-read, tales","to-read (#222), tales (#4)",to-read,,,,0,,,0,,,,,
95819,The Poetry of Robert Frost,Robert Frost,"Frost, Robert",Edward Connery Lathem,"=""0805005013""","=""9780805005011""",0,4.24,Henry Holt & Company,Paperback,607,1979,1949,,2020/12/06,"to-read, poetry","to-read (#221), poetry (#19)",to-read,,,,0,,,0,,,,,
112204,The Complete Poems of Emily Dickinson,Emily Dickinson,"Dickinson, Emily",Thomas H. Johnson,"=""""","=""""",0,4.23,"Little, Brown and Company",Paperback,716,1976,1890,,2020/12/06,"to-read, poetry","to-read (#220), poetry (#18)",to-read,,,,0,,,0,,,,,
483433,Emily Dickinson Everyman's Poetry,Emily Dickinson,"Dickinson, Emily",Helen McNeil,"=""0460878956""","=""9780460878951""",0,4.17,Everyman Paperbacks,Paperback,98,1997,1890,,2020/12/06,"to-read, poetry","to-read (#219), poetry (#17)",to-read,,,,0,,,0,,,,,
51184322,Dearly: New Poems,Margaret Atwood,"Atwood, Margaret",,"=""1784743895""","=""9781784743895""",0,3.81,Chatto & Windus,Hardcover,124,2020,2020,,2020/12/06,"to-read, poetry","to-read (#218), poetry (#16)",to-read,,,,0,,,0,,,,,
134147,"Poems, New and Collected",Wisława Szymborska,"Szymborska, Wisława",,"=""0571196683""","=""9780571196685""",0,4.43,Faber  Faber,Paperback,,1999,1998,,2020/12/06,"to-read, poetry","to-read (#216), poetry (#14)",to-read,,,,0,,,0,,,,,
292,Sand and Foam,Kahlil Gibran,"Gibran, Kahlil",جبران خليل جبران,"=""067943920X""","=""9780679439202""",0,4.06,Knopf,Hardcover,100,2011,1914,,2020/12/06,"to-read, poetry","to-read (#217), poetry (#13)",to-read,,,,0,,,0,,,,,
6209842,Haiku: An Anthology of Japanese Poems,Stephen Addiss,"Addiss, Stephen","Akira Y. Yamamoto, Fumiko Y. Yamamoto","=""1590307305""","=""9781590307304""",0,4.06,Shambhala,Hardcover,208,2009,2009,,2020/12/06,"to-read, poetry","to-read (#215), poetry (#12)",to-read,,,,0,,,0,,,,,
2253778,"Language for a New Century: Contemporary Poetry from the Middle East, Asia, and Beyond",Tina Chang,"Chang, Tina","Nathalie Handal, Ravi  Shankar","=""0393332381""","=""9780393332384""",0,4.32,W. W. Norton  Company,Paperback,784,2008,2008,,2020/12/06,"to-read, poetry","to-read (#214), poetry (#11)",to-read,,,,0,,,0,,,,,
36200598,The Peace of Wild Things: And Other Poems,Wendell Berry,"Berry, Wendell",,"=""014198712X""","=""9780141987125""",0,4.42,Penguin,Paperback,144,2018,,,2020/12/06,"to-read, poetry","to-read (#212), poetry (#10)",to-read,,,,0,,,0,,,,,
